Date, Open, High, Low, Close
03/02/20, 66.91, 67.31, 66.11, 66.40
02/28/20, 66.28, 67.65, 66.28, 66.91
02/27/20, 65.43, 66.40, 65.41, 66.27
02/26/20, 65.28, 65.72, 64.97, 65.42
02/25/20, 65.32, 65.60, 64.71, 65.28
02/24/20, 64.08, 65.81, 64.06, 65.32
02/21/20, 64.16, 64.56, 63.90, 64.07
02/20/20, 63.52, 64.30, 63.52, 64.16
02/19/20, 63.86, 63.93, 63.46, 63.54
02/18/20, 63.48, 64.19, 63.44, 63.84
02/17/20, 63.52, 63.57, 63.21, 63.49
02/14/20, 63.69, 63.70, 63.39, 63.53
02/13/20, 63.22, 63.78, 63.22, 63.69
02/12/20, 63.38, 63.42, 62.92, 63.18
02/11/20, 64.11, 64.12, 63.25, 63.38
02/10/20, 64.14, 64.30, 63.66, 64.12
02/07/20, 63.34, 64.23, 63.23, 64.14
02/06/20, 62.89, 63.42, 62.63, 63.33
02/05/20, 63.04, 63.29, 62.56, 62.90
02/04/20, 63.68, 63.72, 62.85, 63.04
02/03/20, 63.97, 64.09, 63.49, 63.68
01/31/20, 63.17, 64.02, 63.07, 63.98
01/30/20, 62.54, 63.51, 62.51, 63.17
01/29/20, 62.25, 62.82, 62.18, 62.54
01/28/20, 62.98, 63.13, 62.22, 62.25
01/27/20, 62.08, 63.11, 62.08, 62.97
01/24/20, 61.92, 62.28, 61.72, 62.07
01/23/20, 61.87, 62.09, 61.84, 61.92
01/22/20, 61.93, 62.06, 61.77, 61.86
01/21/20, 61.60, 61.97, 61.57, 61.92
01/20/20, 61.58, 61.64, 61.39, 61.60
01/17/20, 61.66, 61.69, 61.30, 61.60
01/16/20, 61.41, 61.76, 61.35, 61.66
01/15/20, 61.42, 61.73, 61.35, 61.41
01/14/20, 61.25, 61.50, 61.14, 61.43
01/13/20, 61.03, 61.39, 60.89, 61.26
01/10/20, 61.31, 61.38, 60.88, 61.04
01/09/20, 61.27, 61.40, 61.14, 61.31
01/08/20, 61.97, 62.13, 61.08, 61.27
01/07/20, 61.81, 62.11, 61.62, 61.97
01/06/20, 62.05, 62.34, 61.75, 61.81
01/03/20, 61.70, 62.24, 61.70, 62.05
01/02/20, 61.86, 62.14, 61.61, 61.72
01/01/20, 62.06, 62.06, 61.43, 61.86
